Name,Type,Cuisine,City,Street,Postcode,Website,Latitude,Longitude,Status
Royal Buffet & Grill,restaurant,chinese,Akron,Buchholzer Boulevard,44310,,41.1151948,-81.4732075,valid
Chick-fil-A,fast_food,chicken,Cuyahoga Falls,Howe Avenue,44221,https://www.chick-fil-a.com/locations/oh/chapel-hill,41.118747,-81.4798683,valid
Wendy's,fast_food,burger,Cuyahoga Falls,Howe Avenue,44221,https://locations.wendys.com/united-states/oh/cuyahoga-falls/460-howe-avenue,41.1187382,-81.4788497,valid
McDonald's,fast_food,burger,Cuyahoga Falls,Howe Avenue,44221,https://www.mcdonalds.com/us/en-us/location/11090.html,41.118616,-81.4771985,valid
Denny's,restaurant,american,Akron,Home Avenue,44310,https://locations.dennys.com/OH/AKRON/9214,41.1165564,-81.4846462,valid
Bob Evans,restaurant,american,Cuyahoga Falls,Howe Avenue,44221,,41.119971,-81.4858047,valid
Brick House Tavern + Tap,bar,,Cuyahoga Falls,Howe Avenue,44221,,41.119526,-81.4757117,valid
7 Brew Coffee,cafe,coffee_shop,Cuyahoga Falls,Howe Avenue,44221,,41.1194964,-81.4742221,valid
LongHorn Steakhouse,restaurant,steak_house,Cuyahoga Falls,Howe Avenue,44221,,41.119555,-81.4785033,valid
O'Charley's,restaurant,american,Cuyahoga Falls,Howe Avenue,44221,,41.1196746,-81.4822426,valid
Steak 'n Shake,fast_food,burger,Akron,Home Avenue,44310,https://www.steaknshake.com/locations/oh-akron-home-avenue/,41.1168783,-81.4856848,valid
Taco Bell,fast_food,tex-mex,Akron,Romig Road,44320,https://locations.tacobell.com/oh/akron/2419-romig-road.html,41.0484211,-81.5802398,valid
The Beanhead Brothers,cafe,coffee_shop,Akron,Romig Road,44320,,41.0463437,-81.5804003,valid
Roma Pizzeria,restaurant,,,,,,41.0513279,-81.3987706,needs_fix
The Park,bar,,,,,,41.053256,-81.4216304,needs_fix
Starbucks,cafe,coffee_shop,Kent,East Main Street,44240,https://www.starbucks.com/store-locator/store/1023516/kent-east-main-st-and-luther-1005-e-main-street-kent-oh-442402815-us,41.1541413,-81.3448428,valid
Bell Tower Brewing Co.,pub,,Kent,Park Avenue,44240,https://belltowerbrewing.com/,41.1546731,-81.3606596,valid
Aida's Bakery,bakery,,,,,,40.9750857,-81.3610707,needs_fix
Brimfield Bread Oven,bakery,,,,,,41.097209,-81.3457545,needs_fix
Yada Yada Coffee,cafe,coffee_shop,Cuyahoga Falls,Front Street,44221,https://www.yadayadacoffee.com,41.1320798,-81.4836824,valid
The Spotted Owl,bar,,Akron,South Maple Street,44303,https://spottedowlbar.com/akron,41.0866929,-81.5246994,valid
Vincents Bakery,bakery,,Cuyahoga Falls,Bailey Road,44221,,41.1342443,-81.4676805,valid
Crave,restaurant,,,,,,41.0811159,-81.5192506,needs_fix
Starbucks,cafe,coffee_shop,Akron,South Main Street,44325,https://www.starbucks.com/store-locator/store/10333/university-of-akron-polsky-bui-225-south-main-street-akron-oh-443250035-us,41.0787641,-81.5193359,valid
Sweet Mary's,bakery,,,,,,41.0820108,-81.516278,needs_fix
Hamad's on Main,food_court,,,,,,41.0816058,-81.5181979,needs_fix
Chameleon Cafe,cafe,coffee_shop;breakfast;lunch,Akron,South Main Street,44308,https://www.chameleoncafeakron.com/,41.0843604,-81.5168548,valid
Nothing Bundt Cakes,pastry,,Stow,Kent Road,44224,,41.1572611,-81.4054604,valid
Latino Bar & Grill,restaurant,mexican,,South Arlington Road,44312,https://latinobarandgrill.com/,40.9773708,-81.4936631,valid
Jersey Mike's Subs,fast_food,sandwich,Uniontown,Massillon Road,44685,https://www.jerseymikes.com/2095/uniontown-oh,40.9540143,-81.4663341,valid
The Boathouse Cafe,cafe,,Akron,East Waterloo Road,44312,https://boathousecafeakron.com/,41.0328825,-81.4529742,valid
Uncle Tito's Mexican Grill,restaurant,mexican,Akron,East Waterloo Road,44312,https://uncletitosmexicangrill.com/,41.0328801,-81.4522722,valid
Wing Warehouse Sports Bar,restaurant,,Akron,East Waterloo Road,44312,https://www.wingwarehouse.com/,41.032879,-81.4516281,valid
Iron Grill,restaurant,,Akron,East Waterloo Road,44312,https://irongrillakron.com/,41.0333126,-81.4515915,valid
Taco Bell,fast_food,tex-mex,Uniontown,Massillon Road,44685,https://locations.tacobell.com/oh/uniontown/3532-massillon-road.html,40.9655328,-81.465783,valid
The Human Bean,cafe,coffee_shop,Uniontown,Massillon Road,44685,https://thehumanbean.com/location/the-human-bean-3532-massillon-road-uniontown-oh/,40.9659594,-81.465721,valid
The Bistro of Green,restaurant,american,Uniontown,Massillon Road,44685,,40.9673672,-81.4643958,valid
sweetFrog,ice_cream,frozen_yogurt,Uniontown,Massillon Road,44685,https://www.sweetfrog.com/stores/frozen-yogurt-cleancity/35265,40.9672002,-81.4644092,valid
Subway,fast_food,sandwich,Uniontown,Massillon Road,44685,https://restaurants.subway.com/united-states/oh/uniontown/3471-massillon-rd,40.9670949,-81.4644189,valid
Gionino's Pizzeria,fast_food,pizza,Uniontown,Massillon Road,44685,http://www.gioninos.com/,40.9667608,-81.4644331,valid
Starbucks,cafe,coffee_shop,Uniontown,Corporate Woods Parkway,44685,https://www.starbucks.com/store-locator/store/1006895/market-district-uniontown-1620-1700-corporate-woods-pkwy-uniontown-oh-44685-us,40.9623895,-81.4688657,valid
Gionino's Pizzeria,fast_food,pizza,Akron,East Tallmadge Avenue,44310,https://www.gioninos.com/locations/oh-akron-1250-e-tallmadge-ave-44310,41.1016572,-81.4696146,valid
Your Pizza Restaurant,restaurant,pizza,,,,,40.9150919,-81.1054931,needs_fix
Federales,restaurant,mexican,Kent,East Main Street,,,41.1534744,-81.3568918,valid
Aladdin's Eatery,restaurant,mediterranean,Akron,West Market Street,44303,https://aladdins.com/,41.0960421,-81.5426679,valid
Annabell's,bar,,Akron,West Market Street,44303,https://m.facebook.com/annabellsakron/,41.096053,-81.5426938,valid
Platinum Dragon,restaurant,chinese,Akron,West Market Street,44303,https://www.platinumdragonakron.com/,41.0965116,-81.5437,valid
Southern Comfort Kitchen Ohio,restaurant,,Akron,West Market Street,44303,http://www.sococreolegmail.com/,41.0964777,-81.54362,valid
The Matinee,bar,,Akron,West Market Street,44303,,41.0964482,-81.5435505,valid
Hibachi Xpress Highland Square,restaurant,japanese,Akron,West Market Street,44303,https://highlandsq.orderhibachixpressgrill.com/,41.0964375,-81.5435254,valid
Barmacy,bar,,Akron,West Market Street,44303,https://www.facebook.com/BarmacyBarAndGrill/,41.0963955,-81.5434262,valid
HA!TEA Bubble Tea House,cafe,bubble_tea,Kent,North Mantua Street,44240,,41.1608408,-81.3594266,valid
Diana Coffee,cafe,coffee_shop,,,,,41.0677739,-81.5242986,needs_fix
Dominick's,bar,,,,,,41.1530014,-81.3588297,needs_fix
Guy's Pizza,restaurant,pizza,,,,,41.1529997,-81.3583524,needs_fix
Water Street Tavern and Cajun Dave's,bar,,,,,,41.1531481,-81.3583551,needs_fix
Ray's Place,restaurant,american;burger;fries,,,,,41.153135,-81.3587742,needs_fix
Firefly Hookah Lounge,bar,,,,,,41.1532927,-81.3583697,needs_fix
Taco Tonto's,restaurant,mexican,,,,,41.153327,-81.3587064,needs_fix
The Loft,bar,,,,,,41.1536169,-81.3585613,needs_fix
The Zephyr,bar,,,,,,41.1536226,-81.3584579,needs_fix
Franklin Square Deli,restaurant,sandwich,,South Water Street,44240,http://www.franklinsquaredeli.com/,41.1536112,-81.3583479,valid
EuroGyro,restaurant,greek,Uniontown,Massillon Road,44685,https://eurogyro.com/,40.9483768,-81.4646387,valid
Whitehouse Chicken,fast_food,chicken,Uniontown,Massillon Road,44685,http://www.whitehousechicken.com/,40.9481685,-81.4639344,valid
RJ's Sports Pub and Grill,pub,,Uniontown,Massillon Road,44685,https://rjs-sports-pub-grill.edan.io/,40.9481417,-81.4630313,valid
EuroGyro,pub,,,,,,41.1534319,-81.3562341,needs_fix
157 Lounge,bar,,,,,,41.1528851,-81.3580017,needs_fix
Hanini's Subs,fast_food,,,,,,41.0711015,-81.5099731,needs_fix
Manny's Pub,bar,,,,,,41.0710189,-81.5099697,needs_fix
Taste of Bangkok,restaurant,,,,,,41.0708297,-81.5051517,needs_fix
Muggswigz Coffee & Tea,cafe,coffee_shop,,,,,41.0757322,-81.5224524,needs_fix
Insomnia Cookies,pastry,,,,,,41.0759053,-81.5223331,needs_fix
69 Taps,pub,,,,,,41.0760433,-81.5231898,needs_fix
Perfect Pour Akron,bar,,,,,,41.0758268,-81.52285,needs_fix
DaVinci's Pizza,fast_food,pizza,,,,,41.0758862,-81.522809,needs_fix
Tear-Ez,bar,,,,,,41.0762011,-81.5225835,needs_fix
Clouds Hookah Lounge,cafe,,,,,,41.0763056,-81.5225164,needs_fix
Cilantro Thai & Sushi,restaurant,,,,,,41.0770662,-81.5220234,needs_fix
Boiling House Seafood & Sushi,restaurant,,,,,,41.0768735,-81.5225196,needs_fix
Subway,fast_food,sandwich,Uniontown,Cleveland Avenue Northwest,44685,https://restaurants.subway.com/united-states/oh/uniontown/13030-cleveland-ave-nw,40.9757208,-81.4064162,valid
Shogun Japanese Steakhouse,restaurant,japanese,Akron,South Arlington Road,44312,https://www.shogunakron.com/,40.9937995,-81.4910736,valid
Pulp Juice and Smoothie Bar,fast_food,juice,Akron,South Arlington Road,44312,,40.9938055,-81.4915185,valid
Jimmy John's,fast_food,sandwich,Akron,South Arlington Road,44312,,40.9938045,-81.4914032,valid
Mr. Hero,fast_food,sandwich,Akron,South Arlington Road,44312,,40.993932,-81.4917733,valid
Komodo Kingdom Cafe,fast_food,,,,,,41.0800373,-81.5407694,needs_fix
The Daily Pressed,cafe,coffee_shop,,,,,41.0769355,-81.5216212,needs_fix
Twisted Tomato Pizzeria & Beer Wall,restaurant,,,,,,41.0768027,-81.5217173,needs_fix
Freddy's,fast_food,ice_cream;burger,Streetsboro,State Route 303,44241,http://www.freddys.com,41.2390268,-81.3483376,valid
Papa Roni's,fast_food,pizza,,,,,41.0293856,-81.589201,needs_fix
Bean and the Baker,cafe,coffee_shop;sandwich,,Main Street,,https://www.beanandthebaker.com/,41.1579083,-81.2427273,valid
Five Guys,fast_food,burger,Green,Arlington Ridge,44312,https://restaurants.fiveguys.com/790-arlington-ridge,40.9827273,-81.4937795,valid
Altieri's Pizza,fast_food,pizza,,,,,41.1590852,-81.442975,needs_fix
The Watson Speakeasy,bar,,,,,,41.130981,-81.4839603,needs_fix
Square Scullery,restaurant,,,,,,41.0963541,-81.5423857,needs_fix
Bangkok Thai Restaurant,restaurant,chinese;japanese;thai,,Darrow Road,44334,https://www.bangkokthaistow.com/,41.1673766,-81.4400231,valid
Grazers,restaurant,,,North Water Street,44240,https://www.grazerskent.com/,41.1542797,-81.3579231,valid
Bar Lucci,bar,,,North Water Street,44240,https://www.barluccikent.com/,41.155734,-81.3578739,valid
Pacific East,restaurant,japanese;malaysian,,East Main Street,44240,https://www.pacificeastkent.com/,41.1536265,-81.3579498,valid
BLU Plate,restaurant,,Akron,East Market Street,44308,,41.0851513,-81.5161533,valid
Clean Eatz,restaurant,,,,,https://locations.cleaneatz.com/oh/cuyahogafalls/meal-prep-28.html,41.1294313,-81.484277,needs_fix
Totally Baked Pizza,restaurant,pizza,Akron,North High Street,44308,https://totallybakedpizza.net/,41.0853449,-81.5155517,valid
Dunkin Donuts,fast_food,donut;coffee_shop,Akron,East Market Street,44312,https://locations.dunkindonuts.com/en/oh/akron/2081-e-market-st/355148,41.0604264,-81.4537492,valid
Bann Thai,restaurant,thai,,,,https://www.bann-thai.com/,40.9016947,-81.038801,needs_fix
Mickey's Irish Pub,pub,,,,,,41.1313033,-81.4838899,needs_fix
Pavona's Pizza Joint,restaurant,pizza,,,,,41.1313987,-81.4838569,needs_fix
Flury's,cafe,,,,,,41.1364313,-81.4829753,needs_fix
Leo's Italian Social,restaurant,italian,,,,,41.13759,-81.4823886,needs_fix
On Tap,bar,,,,,,41.1597122,-81.509039,needs_fix
Vinifera,bar,,,,,,41.1600906,-81.5099694,needs_fix
Asterisk Coffee,cafe,,Cuyahoga Falls,Front Street,44221,,41.1353766,-81.48281,valid
Pav's Creamery,ice_cream,,Cuyahoga Falls,Front Street,44221,https://www.pavscreamery.com/,41.1360274,-81.4830349,valid
Grandpa Joe's Candy Shop,confectionery,,Cuyahoga Falls,Front Street,44221,http://www.grandpajoes.com/,41.1359754,-81.4830429,valid
Ryes and Shine,restaurant,,,Front Street,,https://www.ryesnshinefalls.com/,41.1462019,-81.4729516,valid
Dunkin',fast_food,donut;coffee_shop,Cuyahoga Falls,Tallmadge Road,44221,https://locations.dunkindonuts.com/en/oh/cuyahoga-falls/310-tallmadge-rd/342449,41.1321785,-81.4786987,valid
Pulp,fast_food,juice,,Buchholzer Boulevard,44221,,41.1192285,-81.4710688,valid
Starbucks,cafe,coffee_shop,Kent,Maplecrest Parkway,44240,https://www.starbucks.com/store-locator/store/1027457/tallmadge-rd-cascades-blvd-4094-maplecrest-pkwy-kent-oh-442407236-us,41.1009713,-81.3861476,valid
Jersey Mike's Subs,fast_food,sandwich,Kent,Maplecrest Parkway,44240,https://www.jerseymikes.com/menu,41.1009719,-81.3860588,valid
Panda Express,fast_food,chinese,Kent,Tallmadge Road,44240,https://www.pandaexpress.com/locations/oh/kent/3223,41.1009483,-81.3855585,valid
Panera Bread,fast_food,sandwich;bakery,Kent,Cascades Boulevard,44240,https://locations.panerabread.com/oh/kent/4031-cascades-blvd.html,41.0992819,-81.3873836,valid
Applebee's,restaurant,american,Kent,Tallmadge Road,44240,https://restaurants.applebees.com/en-us/oh/kent/220-tallmadge-road-75028,41.0997207,-81.3852477,valid
Square Scullery,restaurant,,,,,,41.1064299,-81.5109932,needs_fix
Piada Italian Street Food,restaurant,italian,,,,,41.1512739,-81.5078549,needs_fix
Los Girasoles Mexican Grill & Bar,restaurant,,,,,,41.1826381,-81.482702,needs_fix
Amigos Authentic Mexican Taqueria,restaurant,,,,,,41.1805083,-81.4819969,needs_fix
Hunan of Stow,fast_food,,,,,,41.1803426,-81.4816715,needs_fix
Buffalo Wild Wings,restaurant,,,,,,41.1539948,-81.5084937,needs_fix
Scooter's Coffee,cafe,coffee_shop,,,,,41.0718947,-81.4903751,needs_fix
New Peking Buffet,restaurant,asian;chinese,,Cleveland East Liverpool Road,44241,,41.2436588,-81.356332,valid
Arby's,restaurant,american,,Cleveland East Liverpool Road,44241,https://www.arbys.com/,41.2444348,-81.3553107,valid
Little Caesars Pizza,restaurant,pizza,,Cleveland East Liverpool Road,44241,https://littlecaesars.com/,41.2390516,-81.347446,valid
KFC,restaurant,chicken,,Cleveland East Liverpool Road,44241,https://www.kfc.com/,41.238452,-81.3400917,valid
China Chef,restaurant,asian;chinese,,Cleveland East Liverpool Road,44241,https://chinachefstreetsboro.com/,41.238287,-81.3395916,valid
Raising Cane's,restaurant,chicken,,Cleveland East Liverpool Road,44241,https://raisingcanes.com/,41.2455783,-81.3565334,valid
Panda Express,restaurant,chinese,,Cleveland East Liverpool Road,44241,http://pandaexpress.com,41.2449697,-81.3558773,valid
Wild Eagle Steak & Saloon,restaurant,american,,Cleveland East Liverpool Road,44241,https://www.wildeagle.com/,41.2440519,-81.3546252,valid
Popeyes,restaurant,chicken,,Cleveland East Liverpool Road,44241,https://popeyes.com/,41.2399542,-81.3487622,valid
Mr. Hero,restaurant,american,,Cleveland East Liverpool Road,44241,https://mrhero.com/,41.2390643,-81.3442847,valid
Blasiole's Pizza,restaurant,italian_pizza,,State Route 43,44241,http://blasioleseatery.com,41.2453473,-81.3450435,valid
Maki House,restaurant,japanese;sushi,Akron,Arlington Ridge,44319,https://www.ordermakihouse.com/,40.9827037,-81.4947146,valid
Mikado,restaurant,japanese;sushi;chinese;asian,Akron,Brittain Road,44310,https://www.mikadohibachisushi.com/,41.1080821,-81.466705,valid
Chipotle,fast_food,mexican,,,,,41.1633499,-81.4776038,needs_fix
Domino's,fast_food,pizza,,,,,41.1997076,-81.4397258,needs_fix
Belleria,restaurant,italian,,,,,41.152992,-81.3571839,needs_fix
Otani Restaurant and Pub,restaurant,,,,,,41.239007,-81.4495106,needs_fix
Papa John's,fast_food,pizza,,,,,41.2382879,-81.4493172,needs_fix
Blu Basil,restaurant,,,,,,41.2386694,-81.4496156,needs_fix
Subway,fast_food,sandwich,,,,,41.2385272,-81.4495946,needs_fix
Johnny's Diner,restaurant,,,,,,41.238792,-81.4495615,needs_fix
Hideaway,bar,,,,,,41.2414219,-81.0486195,needs_fix
Cafe Express,cafe,coffee_shop,,,,,40.9151578,-81.4368752,needs_fix
Cocktails Akron,bar,,,West Mapledale Avenue,44301,,41.0458024,-81.5287171,valid
Wholly Frijoles,restaurant,mexican,Cuyahoga Falls,State Road,44223,https://eatwhollyfrijoles.com/,41.1394591,-81.508884,valid
Poke & Roll,restaurant,sushi,,,44221,http://eatpokenroll.com,41.1628164,-81.4776286,needs_fix
Biggby Coffee,cafe,coffee_shop,,,,,41.162784,-81.477628,needs_fix
Vacancy Lounge,bar,,,,,,41.1367831,-81.4826215,needs_fix
Cashmere Cricket,bar,,,,,,41.1370107,-81.4825896,needs_fix
Mr. Hero,fast_food,sandwich;burger,,,,,41.1630419,-81.4776476,needs_fix
Spicy Sombreros,restaurant,,,,,,41.2006775,-81.4410149,needs_fix
Chipotle,fast_food,mexican,Akron,E Waterloo Rd,44319,https://locations.chipotle.com/oh/akron/454-e-waterloo-rd,41.0285282,-81.5109199,valid
Bob's hamburg,restaurant,american,,East Avenue,44307,,41.0633193,-81.554259,valid
Dairy Queen,fast_food,american,,OH-14,44241,,41.2407129,-81.3519658,valid
Mark & Philly's Pizzeria,restaurant,,,,,,41.1563309,-81.4839254,needs_fix
Silver Bullet Saloon,bar,,,,,,40.9328797,-81.1001422,needs_fix
Penn Station East Coast Subs,restaurant,sandwich,,Howe Avenue,44221,,41.1196913,-81.4719792,valid
Umami Noodle,restaurant,ramen,,Howe Avenue,44221,,41.1202081,-81.474681,valid
Jubilee Donuts,bakery,,,South Main Street,44301,http://jubileedonuts.com,41.0290128,-81.5274446,valid
Basement Sports Bar & Grill,bar,,,East Waterloo Road,44319,https://thebasementbars.com/,41.0290034,-81.5177481,valid
B & K Root Beer Drive in,restaurant,burger,,Manchester Road,44314,,41.0391361,-81.5464282,valid
Marco's Pizza,restaurant,pizza,,Manchester Road,44314,http://marcos.com,41.031675,-81.5463521,valid
Cramer's Place,bar,,,Manchester Road,44314,,41.0382022,-81.5462121,valid
Decheco's Pizzeria,restaurant,pizza,,South Main Street,44301,https://dechecospizzeria.com/,41.0303019,-81.5269108,valid
SRINA Tea House & Cafe,cafe,,,Kenmore Boulevard,44314,,41.0435539,-81.5588957,valid
The Green Dragon Inn,bar,,,East Market Street,44308,https://greendragoninn.com/,41.0842978,-81.5139359,valid
The Golden Burrito,restaurant,mexican,,South Main Street,44301,https://thegoldenburritooh.com/,41.0317214,-81.5268174,valid
Mr. Hero,fast_food,sandwich,,Manchester Road,44319,https://mrhero.com/,41.005995,-81.556365,valid
La Fresca Express,restaurant,mexican,Alliance,East State Street,44601,,40.9013215,-81.099226,valid
Lyla's Family Restaurant,restaurant,,,Bailey Road,44221,https://lylasfamilyrestaurant.com/,41.1330763,-81.4652543,valid
Cantina Jalisco,restaurant,mexican,,,,,40.9011653,-81.1117025,needs_fix
Balkan Bakery,bakery,,,,,,41.0520533,-81.3926628,needs_fix
United States Pierogi Service,restaurant,,,,,,41.0796915,-81.5196683,needs_fix
Chill & Indulge Ice Cream And Chocolate Emporium,ice_cream,,,,,,41.0796647,-81.5196828,needs_fix
Cafe 388,cafe,,,South Main Street,,,41.0744388,-81.5238626,valid
Evelynâ€™s Coffee And Banh Mi,cafe,coffee_shop,,,,,41.0795131,-81.5211045,needs_fix
Stray Dog Cafe,cafe,,,,,,41.0834401,-81.5171984,needs_fix
Jamaican Jerk Center,restaurant,,,East Tallmadge Avenue,44310,,41.1023388,-81.4705723,valid
Whimsical Whiskers CatFae & Rescue,cafe,,,South Arlington Road,44312,https://whimwhiskerscatfae.com/,40.9774417,-81.4940574,valid
TOKO SUSHI HIBACHI & BBQ,restaurant,asian,,Howe Avenue,44221,,41.1175404,-81.4750285,valid
Wendy's,fast_food,burger,Stow,Kent Road,44224,https://locations.wendys.com/united-states/oh/stow/4305-kent-road,,,valid
Applebee's,restaurant,american,,,,https://restaurants.applebees.com/en-us/oh/stow/4296-kent-road-92017,,,needs_fix
Bob Evans,restaurant,american,,,,,,,needs_fix
McDonald's,fast_food,burger,Akron,Arlington Road,44312-5215,https://www.mcdonalds.com/us/en-us/location/6543.html,,,valid
Taco Bell,fast_food,tex-mex,Akron,South Arlington Road,44312,https://locations.tacobell.com/oh/akron/3217-s-arlington-rd.html,,,valid
Wendy's,fast_food,burger,Akron,South Arlington Road,44312,https://locations.wendys.com/united-states/oh/akron/3239-s-arlington-road,,,valid
Cleveland Bagel Co,cafe,coffee_shop;bagel,,,,http://clebagelco.com/,,,needs_fix
Papa John's,fast_food,pizza,Kent,East Main Street,44240,https://locations.papajohns.com/united-states/oh/44240/kent/439-e-main-st,,,valid
Chipotle,fast_food,mexican,Kent,East Main Street,44240,https://locations.chipotle.com/oh/kent/605-e-main-st,,,valid
Five Guys,fast_food,burger,Kent,East Main Street,44240,https://restaurants.fiveguys.com/623-east-main-street,,,valid
Wendy's,fast_food,burger,Kent,East Main Street,44240,https://locations.wendys.com/united-states/oh/kent/515-e-main-street,,,valid
The Endzone,fast_food,american,,,,,,,needs_fix
Taco Bell,fast_food,tex-mex,Kent,Maplecrest Parkway,44240,https://locations.tacobell.com/oh/kent/805-e-main-street.html,,,valid
Main Street Continental Grill,fast_food,mediterranean,Kent,,,,,,needs_fix
Over Easy At The Depot,restaurant,american;breakfast,Kent,Franklin Avenue,44240,,,,valid
Katie's Korner Ice Cream,ice_cream,,Kent,,,,,,needs_fix
Arnie's West Branch Steak House,restaurant,,Ravenna,SR 14,44266,,,,valid
Lager and Vine,restaurant,gastropub,,West Streetsboro Street,,,,,valid
Yours Truly,restaurant,,,,,,,,needs_fix
Dave's Cosmic Subs,restaurant,,,,,,,,needs_fix
Bent Tree Coffee Roasters,cafe,coffee_shop,,,,,,,needs_fix
Panera Bread,fast_food,sandwich;bakery,Akron,Arlington Ridge,44319,https://locations.panerabread.com/oh/akron/790-arlington-ridge.html,,,valid
Burger King,fast_food,burger,Akron,South Arlington Road,44312-5214,https://www.bk.com/store-locator/store/restaurant_3623,,,valid
El Fogon Mexican Restaurant,restaurant,mexican,,,,,,,needs_fix
Guaca-Mole's Mexican Grill & Cantina,pub,,,,,,,,needs_fix
Toko Japanese Steakhouse,restaurant,japanese,,,,,,,needs_fix
Singh Biryani,restaurant,indian,,,,,,,needs_fix
Mike's Place,restaurant,american,Kent,,,https://www.mikesplacerestaurant.com/,,,needs_fix
Bob Evans,restaurant,american,Kent,,,,,,needs_fix
Scribbles Coffee Company,cafe,coffee_shop,Kent,North Water Street,44240,https://www.scribblescoffeecompany.com/,,,valid
River Merchant,restaurant,american,Kent,North Mantua Street,44240,https://therivermerchantkent.com/,,,valid
Azteca Mexican Restaurant,restaurant,,,,,,,,needs_fix
Rosewood Grill,restaurant,,,,,,,,needs_fix
Wild Goats Cafe,restaurant,,,,,https://wildgoatscafe.com/,,,needs_fix
The Basement at the Lakes,bar,,Akron,Manchester Road,44319,,,,valid
Wendy's,fast_food,burger,Akron,Manchester Road,44319,https://locations.wendys.com/united-states/oh/akron/3193-manchester-road,,,valid
McDonald's,fast_food,burger,Akron,Manchester Road,44319,https://www.mcdonalds.com/us/en-us/location/11723.html,,,valid
Burger King,fast_food,burger,Akron,Manchester Road,44319,https://www.bk.com/store-locator/store/restaurant_6252,,,valid
Pizza Hut,restaurant,pizza,Kent,State Route 59,44240,https://locations.pizzahut.com/oh/kent/1715-state-route-59,,,valid
Board & Bevy,bar,,,,,,,,needs_fix
Bob Evans,restaurant,american,Alliance,West State Street,44601,,,,valid
Taco Bell,fast_food,tex-mex,Alliance,West State Street,44601,https://locations.tacobell.com/oh/alliance/2353-w-state-st-.html,,,valid
McDonald's,fast_food,burger,Akron,East Exchange Street,44304,https://www.mcdonalds.com/us/en-us/location/31065.html,,,valid
Arby's,fast_food,sandwich,,,,https://www.arbys.com/locations/us/oh/akron/2073-e-market-st/store-6937/,,,needs_fix
McDonald's,fast_food,burger,Akron,East Market Street,44305,https://www.mcdonalds.com/us/en-us/location/197.html,,,valid
Wendy's,fast_food,burger,Akron,Mogadore Road,44312,https://locations.wendys.com/united-states/oh/akron/2060-mogadore-road,,,valid
Olive Garden,restaurant,italian,Cuyahoga Falls,Howe Avenue,44221,,,,valid
KFC,fast_food,chicken,Macedonia,Highland Road East,44056,https://locations.kfc.com/oh/macedonia/307-highland-road-east,,,valid
Burger King,fast_food,burger,Kent,South Water Street,44240-4441,https://www.bk.com/store-locator/store/restaurant_521,,,valid
McDonald's,fast_food,burger,Kent,South Water Street,44240-3844,https://www.mcdonalds.com/us/en-us/location/1310.html,,,valid
Henry Wahner's,restaurant,german,,,,,,,needs_fix
Stoddard's Ice Cream,restaurant,ice_cream,,,,,,,needs_fix
Blind Squirrel Pub,restaurant,,Kent,North Mantua Street,44240,https://blindsquirrelpub.com/,,,valid
Rockne's,pub,,,,,,,,needs_fix
McDonald's,fast_food,burger,Stow,Kent Road,44224,https://www.mcdonalds.com/us/en-us/location/34016.html,,,valid
On Tap,restaurant,,,,,,,,needs_fix
El Campesino,restaurant,,,,,https://www.yelp.com/biz/el-campesino-stow,,,needs_fix
Diamond Grille,restaurant,steak_house,Akron,West Market Street,44308,http://www.diamondgrille.com/,,,valid
McDonald's,fast_food,burger,Akron,West Market Street,44303,https://www.mcdonalds.com/us/en-us/location/11830.html,,,valid
Swenson's,fast_food,burger,Akron,South Hawkins Avenue,44313,,,,valid
McDonald's,fast_food,burger,Akron,West Exchange Street,44313-7662,https://www.mcdonalds.com/us/en-us/location/381.html,,,valid
Arby's,fast_food,sandwich,Akron,West Market Street,44313,https://www.arbys.com/locations/us/oh/akron/1636-w-market-st/store-3/,,,valid
El Rancho,restaurant,mexican,,,,,,,needs_fix
Burger King,fast_food,burger,Tallmadge,South Avenue,44278-2828,https://www.bk.com/store-locator/store/restaurant_5527,,,valid
McDonald's,fast_food,burger,Ravenna,West Main Street,44266-2716,https://www.mcdonalds.com/us/en-us/location/4371.html,,,valid
Domino's,fast_food,pizza,Ravenna,East Main Street,44266,https://pizza.dominos.com/ohio/ravenna/302-e-main-st,,,valid
Taco Bell,fast_food,tex-mex,Ravenna,East Main Street,44266,https://locations.tacobell.com/oh/ravenna/308-e-main-st.html,,,valid
Mature Lounge & Eatery,restaurant,,Akron,South Main Street,44308,,,,valid
Applebee's,restaurant,american,Cuyahoga Falls,Howe Avenue,44221,https://restaurants.applebees.com/en-us/oh/cuyahoga-falls/508-howe-avenue-87096,,,valid
Crave Cantina,restaurant,,Cuyahoga Falls,Front Street,44221,,,,valid
Barrio di Mario,restaurant,italian,,,,,,,needs_fix
Ohio Brewing Co.,pub,,,,,,,,needs_fix
Mr. Hero,fast_food,,Akron,West Market Street,44302,https://www.mrhero.com/,,,valid
Chin's Place,restaurant,chinese,Akron,West Market Street,44302,http://chinsplace.com/,,,valid
Pizza Hut,restaurant,pizza,Akron,East Market,44304,https://locations.pizzahut.com/oh/akron/396-east-market,,,valid
McDonald's,fast_food,burger,Akron,East Market Street,44304-1660,https://www.mcdonalds.com/us/en-us/location/3490.html,,,valid
Burger King,fast_food,burger,Akron,East Market Street,44304-1668,https://www.bk.com/store-locator/store/restaurant_286,,,valid
Rally's,fast_food,burger,,,,,,,needs_fix
